Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,Standard_City,State,Standard_State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
TX0187,12557,48453002201,Metropolitan,2017,PeopleFund NMTC LLC,"$1,658,750.00 ",Austin,Austin,TX,Texas,78724,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0187,12558,48453002201,Metropolitan,2017,PeopleFund NMTC LLC,"$685,300.00 ",Austin,Austin,TX,Texas,78724,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0187,12559,48453002201,Metropolitan,2017,"Capital One Community Renewal Fund, LLC","$1,803,550.00 ",Austin,Austin,TX,Texas,78724,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0187,12560,48453002201,Metropolitan,2017,"Capital One Community Renewal Fund, LLC","$1,090,050.00 ",Austin,Austin,TX,Texas,78724,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0187,12561,48453002201,Metropolitan,2017,"Capital One Community Renewal Fund, LLC","$356,400.00 ",Austin,Austin,TX,Texas,78724,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0188,12562,48201222300,Metropolitan,2017,"Raza Development Fund, Inc.","$5,525,600.00 ",Houston,Houston,TX,Texas,77039,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0188,12563,48201222300,Metropolitan,2017,"Raza Development Fund, Inc.","$2,136,622.00 ",Houston,Houston,TX,Texas,77039,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0188,12564,48201222300,Metropolitan,2017,"Raza Development Fund, Inc.","$177,778.00 ",Houston,Houston,TX,Texas,77039,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0188,12565,48201222300,Metropolitan,2017,Low Income Investment Fund,"$5,285,600.00 ",Houston,Houston,TX,Texas,77039,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0188,12566,48201222300,Metropolitan,2017,Low Income Investment Fund,"$2,296,622.00 ",Houston,Houston,TX,Texas,77039,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0188,12567,48201222300,Metropolitan,2017,Low Income Investment Fund,"$177,778.00 ",Houston,Houston,TX,Texas,77039,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0189,12568,48201310400,Metropolitan,2017,"Raza Development Fund, Inc.","$7,382,432.00 ",Houston,Houston,TX,Texas,77011,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0189,12569,48201310400,Metropolitan,2017,"Raza Development Fund, Inc.","$3,036,568.00 ",Houston,Houston,TX,Texas,77011,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0189,12570,48201310400,Metropolitan,2017,"Raza Development Fund, Inc.","$4,281,000.00 ",Houston,Houston,TX,Texas,77011,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0189,12571,48201310400,Metropolitan,2017,"Capital One Community Renewal Fund, LLC","$1,617,568.00 ",Houston,Houston,TX,Texas,77011,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0189,12572,48201310400,Metropolitan,2017,"Capital One Community Renewal Fund, LLC","$708,532.00 ",Houston,Houston,TX,Texas,77011,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0189,12573,48201310400,Metropolitan,2017,"Capital One Community Renewal Fund, LLC","$1,173,900.00 ",Houston,Houston,TX,Texas,77011,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0190,12574,48453001303,Metropolitan,2017,PeopleFund NMTC LLC,"$5,716,800.00 ",Austin,Austin,TX,Texas,78704,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
TX0190,12575,48453001303,Metropolitan,2017,PeopleFund NMTC LLC,"$2,123,200.00 ",Austin,Austin,TX,Texas,78704,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
TX0191,12576,48029130900,Metropolitan,2017,PeopleFund NMTC LLC,"$5,583,711.00 ",San Antonio,San Antonio,TX,Texas,78220,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0191,12577,48029130900,Metropolitan,2017,PeopleFund NMTC LLC,"$2,060,289.00 ",San Antonio,San Antonio,TX,Texas,78220,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0191,12578,48029130800,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$6,947,976.00 ",San Antonio,San Antonio,TX,Texas,78220,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0191,12579,48029130800,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$2,952,024.00 ",San Antonio,San Antonio,TX,Texas,78220,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0191,12580,48029130800,Metropolitan,2017,"MBS Urban Initiatives CDE, LLC","$5,070,653.00 ",San Antonio,San Antonio,TX,Texas,78220,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0191,12581,48029130800,Metropolitan,2017,"MBS Urban Initiatives CDE, LLC","$2,279,347.00 ",San Antonio,San Antonio,TX,Texas,78220,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0192,12582,48203020604,Non-Metropolitan,2017,"River Gorge Capital, LLC","$3,442,500.00 ",longview,Longview,tx,Texas,75602,Business Financing,NRE,YES,NO
TX0192,12583,48203020604,Non-Metropolitan,2017,"River Gorge Capital, LLC","$1,557,500.00 ",longview,Longview,tx,Texas,75602,Business Financing,NRE,YES,NO
TX0192,12584,48203020604,Non-Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$5,588,000.00 ",Longview,Longview,TX,Texas,75602,Business Financing,NRE,YES,NO
TX0192,12585,48203020604,Non-Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$2,332,000.00 ",Longview,Longview,TX,Texas,75602,Business Financing,NRE,YES,NO
TX0192,12586,48203020604,Non-Metropolitan,2017,"Enhanced Community Development, LLC","$7,085,000.00 ",Longview,Longview,TX,Texas,75602,Business Financing,NRE,YES,NO
TX0192,12587,48203020604,Non-Metropolitan,2017,"Enhanced Community Development, LLC","$2,915,000.00 ",Longview,Longview,TX,Texas,75602,Business Financing,NRE,YES,NO
TX0192,12588,48203020604,Non-Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$3,442,500.00 ",Longview,Longview,TX,Texas,75602,Business Financing,NRE,YES,NO
TX0192,12589,48203020604,Non-Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$1,557,500.00 ",Longview,Longview,TX,Texas,75602,Business Financing,NRE,YES,NO
TX0194,12590,48141002800,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$375,000.00 ",El Paso,El Paso,TX,Texas,79901,Business Financing,NRE,NO,NO
TX0195,12591,48439101202,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$230,000.00 ",Ft. Worth,Fort Worth,TX,Texas,76111,Business Financing,NRE,NO,NO
TX0195,12592,48439101202,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$100,000.00 ",Ft. Worth,Fort Worth,TX,Texas,76111,Business Financing,NRE,NO,NO
TX0196,12593,48167724101,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$700,000.00 ",Galveston,Galveston,TX,Texas,77551,Business Financing,NRE,NO,NO
TX0197,12594,48055960200,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$150,000.00 ",Lockhart,Lockhart,TX,Texas,78644,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
TX0198,12595,48439102000,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$200,000.00 ",Fort Worth,Fort Worth,TX,Texas,76107,Business Financing,NRE,NO,NO
TX0199,12596,48113009000,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$75,000.00 ",Dallas,Dallas,TX,Texas,75217,Business Financing,NRE,NO,NO
TX0199,12597,48113009000,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$510,000.00 ",Dallas,Dallas,TX,Texas,75217,Business Financing,NRE,NO,NO
TX0200,12598,48113010000,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$400,000.00 ",Dallas,Dallas,TX,Texas,75207,Business Financing,NRE,NO,NO
TX0201,12599,48439104504,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$150,000.00 ",Fort Worth,Fort Worth,TX,Texas,76119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
TX0202,12602,48085031804,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$5,199,781.25 ",Plano,Plano,TX,Texas,75075,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0202,12603,48085031804,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$2,225,218.75 ",Plano,Plano,TX,Texas,75075,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0202,12604,48085031804,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$5,199,781.25 ",Plano,Plano,TX,Texas,75075,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0202,12605,48085031804,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$2,225,218.75 ",Plano,Plano,TX,Texas,75075,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
TX0202,12600,48085031804,Metropolitan,2017,"Pacesetter CDE, Inc.","$6,438,738.00 ",Plano,Plano,TX,Texas,75075,Business Financing,RE,YES,NO
TX0202,12601,48085031804,Metropolitan,2017,"Pacesetter CDE, Inc.","$2,561,263.00 ",Plano,Plano,TX,Texas,75075,Business Financing,RE,YES,NO
TX0203,12606,48201312900,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$4,514,900.00 ",Houston,Houston,TX,Texas,77004,Business Financing,RE,YES,NO
TX0203,12607,48201312900,Metropolitan,2017,"Texas Mezzanine Fund, Inc.","$1,920,100.00 ",Houston,Houston,TX,Texas,77004,Business Financing,RE,YES,NO
TX0203,12610,48201312900,Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$2,738,400.00 ",Houston,Houston,TX,Texas,77004,Business Financing,SPE,YES,NO
TX0203,12611,48201312900,Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$1,261,600.00 ",Houston,Houston,TX,Texas,77004,Business Financing,SPE,YES,NO
TX0203,12608,48201312900,Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$2,738,400.00 ",Houston,Houston,TX,Texas,77004,Other Financing Purpose,CDE,YES,NO
TX0203,12609,48201312900,Metropolitan,2017,"Wells Fargo Community Development Enterprises, Inc.","$1,261,600.00 ",Houston,Houston,TX,Texas,77004,Other Financing Purpose,CDE,YES,NO
TX0204,12612,48439104604,Metropolitan,2017,"National New Markets Tax Credit Fund, Inc","$8,979,100.00 ",Fort Worth,Fort Worth,TX,Texas,76119,Real Estate–Rehabilitation–Commercial,RE,NO,NO
TX0204,12613,48439104604,Metropolitan,2017,"National New Markets Tax Credit Fund, Inc","$3,760,900.00 ",Fort Worth,Fort Worth,TX,Texas,76119,Real Estate–Rehabilitation–Commercial,RE,NO,NO
TX0205,12614,48277000700,Non-Metropolitan,2017,"National New Markets Tax Credit Fund, Inc","$6,221,300.00 ",Paris,Paris,TX,Texas,75460,Real Estate–Rehabilitation–Commercial,RE,NO,NO
TX0205,12615,48277000700,Non-Metropolitan,2017,"National New Markets Tax Credit Fund, Inc","$2,598,700.00 ",Paris,Paris,TX,Texas,75460,Real Estate–Rehabilitation–Commercial,RE,NO,NO
TX0206,12616,48439102000,Metropolitan,2017,"Urban Development Fund, LLC","$5,346,500.00 ",Fort Worth,Fort Worth,TX,Texas,76107,Real Estate–Rehabilitation–Commercial,RE,NO,NO
TX0206,12617,48439102000,Metropolitan,2017,"Urban Development Fund, LLC","$2,135,500.00 ",Fort Worth,Fort Worth,TX,Texas,76107,Real Estate–Rehabilitation–Commercial,RE,NO,NO
TX0207,12618,48029192000,Metropolitan,2017,"Urban Development Fund, LLC","$5,452,250.00 ",San Antonio,San Antonio,TX,Texas,78209,Business Financing,NRE,NO,NO
TX0207,12619,48029192000,Metropolitan,2017,"Urban Development Fund, LLC","$2,047,750.00 ",San Antonio,San Antonio,TX,Texas,78209,Business Financing,NRE,NO,NO
TX0208,12620,48439104604,Metropolitan,2017,Low Income Investment Fund,"$8,331,380.00 ",Fort Worth,Fort Worth,TX,Texas,76105,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0208,12621,48439104604,Metropolitan,2017,Low Income Investment Fund,"$3,868,620.00 ",Fort Worth,Fort Worth,TX,Texas,76105,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0208,12622,48439104604,Metropolitan,2017,"PNC Community Partners, Inc.","$1,632,250.00 ",Fort Worth,Fort Worth,TX,Texas,76105,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0208,12623,48439104604,Metropolitan,2017,"PNC Community Partners, Inc.","$867,750.00 ",Fort Worth,Fort Worth,TX,Texas,76105,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0210,12624,48029150100,Metropolitan,2017,Local Initiatives Support Corporation,"$7,012,769.00 ",San Antonio,San Antonio,TX,Texas,78204,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
TX0211,12625,48201310700,Metropolitan,2017,Local Initiatives Support Corporation,"$7,720,000.00 ",Houston,Houston,TX,Texas,77023,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
TX0211,12626,48201310700,Metropolitan,2017,"Capital One Community Renewal Fund, LLC","$1,317,500.00 ",Houston,Houston,TX,Texas,77023,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0211,12627,48201310700,Metropolitan,2017,"Capital One Community Renewal Fund, LLC","$682,500.00 ",Houston,Houston,TX,Texas,77023,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
TX0212,12628,48377950100,Non-Metropolitan,2017,"The Valued Advisor Fund, LLC","$4,316,000.00 ",Marfa,Marfa,TX,Texas,79843,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
TX0212,12629,48377950100,Non-Metropolitan,2017,"The Valued Advisor Fund, LLC","$1,624,000.00 ",Marfa,Marfa,TX,Texas,79843,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
TX0213,12630,48061012401,Metropolitan,2017,"The Housing Partnership Network, Inc.","$4,875,000.00 ",Brownsville,Brownsville,TX,Texas,78520,Real Estate – Construction–Housing-Single Family,RE,NO,NO
TX0214,12631,48439122002,Metropolitan,2017,"The Housing Partnership Network, Inc.","$4,875,000.00 ",Arlington,Arlington,TX,Texas,76010,Real Estate – Construction–Housing-Single Family,RE,NO,NO
TX0216,12632,48201510100,Metropolitan,2017,"Pacesetter CDE, Inc.","$1,699,750.00 ",Houston,Houston,TX,Texas,77002,Business Financing,RE,NO,NO
TX0217,12633,48453002411,Metropolitan,2017,"Advantage Capital Community Development Fund, LLC","$1,999,999.22 ",Austin,Austin,TX,Texas,78744,Business Financing,NRE,NO,NO
TX0218,12634,48201310500,Metropolitan,2017,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ",Houston,Houston,TX,Texas,77011,Business Financing,NRE,NO,NO
UT0002,12635,49035113906,Metropolitan,2009,"HEDC New Markets, Inc","$5,837,015.00 ",Magna,Magna,UT,Utah,84044,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0002,12636,49035113906,Metropolitan,2009,"HEDC New Markets, Inc","$2,120,004.00 ",Magna,Magna,UT,Utah,84044,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0002,12637,49035113906,Metropolitan,2009,"HEDC New Markets, Inc","$123,684.00 ",Magna,Magna,UT,Utah,84044,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0003,12638,49019000200,Non-Metropolitan,2006,"National New Markets Tax Credit Fund, Inc","$369,000.00 ",Moab,Moab,UT,Utah,84532,Business Financing,NRE,NO,NO
UT0004,12639,49035111600,Metropolitan,2007,"National New Markets Tax Credit Fund, Inc","$1,070,000.00 ",Murray,Salt Lake City,UT,Utah,84107,Business Financing,NRE,NO,NO
UT0005,12640,49057200400,Metropolitan,2004,Key Community Development New Markets LLC,"$3,900,000.00 ",Ogden,Ogden,UT,Utah,84404,Real Estate–Rehabilitation–Commercial,RE,NO,NO
UT0006,12641,49011127002,Metropolitan,2006,"Charter Facilities Funding, LLC","$9,026,650.00 ",Ogden,Ogden,UT,Utah,84401,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0007,12642,49057201900,Metropolitan,2008,Zions Community Investment Corp.,"$479,000.00 ",Ogden,Ogden,UT,Utah,84401,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0008,12643,49057201100,Metropolitan,2005,Zions Community Investment Corp.,"$548,000.00 ",Ogden,Ogden,UT,Utah,84401,Real Estate–Rehabilitation–Commercial,RE,NO,NO
UT0009,12644,49057201900,Metropolitan,2007,Zions Community Investment Corp.,"$727,000.00 ",Ogden,Ogden,UT,Utah,84401,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0009,12645,49057201900,Metropolitan,2007,Zions Community Investment Corp.,"$188,000.00 ",Ogden,Ogden,UT,Utah,84401,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0010,12646,49057201900,Metropolitan,2005,Zions Community Investment Corp.,"$1,803,431.76 ",Ogden,Ogden,UT,Utah,84405,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
UT0011,12647,49049000802,Metropolitan,2005,Zions Community Investment Corp.,"$1,846,120.39 ",Orem,Orem,UT,Utah,84057,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0012,12648,49049002000,Metropolitan,2004,Zions Community Investment Corp.,"$15,000,000.00 ",Provo,Provo,UT,Utah,84604,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0013,12649,49035102701,Metropolitan,2005,Zions Community Investment Corp.,"$500,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84104,Real Estate–Rehabilitation–Commercial,RE,NO,NO
UT0014,12650,49035102802,Metropolitan,2006,"USBCDE, LLC","$4,731,675.00 ",Salt Lake City,Salt Lake City,UT,Utah,84104,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0014,12651,49035102802,Metropolitan,2006,"USBCDE, LLC","$1,979,762.00 ",Salt Lake City,Salt Lake City,UT,Utah,84104,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0015,12652,49035114000,Metropolitan,2006,Key Community Development New Markets LLC,"$235,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84111,Real Estate–Rehabilitation–Commercial,RE,NO,NO
UT0016,12653,49035102500,Metropolitan,2005,"HEDC New Markets, Inc","$2,757,462.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Business Financing,NRE,NO,NO
UT0016,12654,49035102500,Metropolitan,2005,"HEDC New Markets, Inc","$2,962,627.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Business Financing,NRE,NO,NO
UT0017,12655,49035111500,Metropolitan,2010,Zions Community Investment Corp.,"$518,400.00 ",Salt Lake City,Salt Lake City,UT,Utah,84115,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0018,12656,49035111500,Metropolitan,2006,Zions Community Investment Corp.,"$1,600,000.00 ",Salt Lake City,West Valley City,UT,Utah,84119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
UT0019,12657,49035102100,Metropolitan,2008,ESIC New Markets Partners LP,"$10,430,500.00 ",Salt Lake City,Salt Lake City,UT,Utah,84111,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0019,12658,49035102100,Metropolitan,2008,ESIC New Markets Partners LP,"$4,569,500.00 ",Salt Lake City,Salt Lake City,UT,Utah,84111,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0020,12659,49035111500,Metropolitan,2009,Nonprofit Finance Fund,"$8,785,700.00 ",Salt Lake City,West Valley City,UT,Utah,84119,Business Financing,NRE,NO,NO
UT0020,12660,49035111500,Metropolitan,2009,Nonprofit Finance Fund,"$2,430,324.00 ",Salt Lake City,West Valley City,UT,Utah,84119,Business Financing,NRE,NO,NO
UT0020,12661,49035111500,Metropolitan,2009,Nonprofit Finance Fund,"$162,226.00 ",Salt Lake City,West Valley City,UT,Utah,84119,Business Financing,NRE,NO,NO
UT0021,12662,49035102000,Metropolitan,2004,Zions Community Investment Corp.,"$4,500,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84111,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
UT0022,12663,49035102500,Metropolitan,2005,Zions Community Investment Corp.,"$1,160,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84180,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
UT0023,12664,49035100100,Metropolitan,2006,Zions Community Investment Corp.,"$238,300.00 ",Salt Lake City,Salt Lake City,UT,Utah,84116,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0024,12665,49035102900,Metropolitan,2005,Zions Community Investment Corp.,"$2,500,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
UT0026,12666,49035102900,Metropolitan,2005,Zions Community Investment Corp.,"$10,000,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84115,Business Financing,NRE,NO,NO
UT0027,12669,49035114000,Metropolitan,2012,Community Development Finance Alliance,"$3,000,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
UT0027,12670,49035114000,Metropolitan,2012,Community Development Finance Alliance,"$3,208,450.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
UT0027,12671,49035114000,Metropolitan,2012,Community Development Finance Alliance,"$2,566,550.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
UT0027,12672,49035114000,Metropolitan,2008,"Brownfield Revitalization, LLC","$6,958,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
UT0027,12667,49035114000,Metropolitan,2008,ESIC New Markets Partners LP,"$10,000,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
UT0027,12668,49035114000,Metropolitan,2008,ESIC New Markets Partners LP,"$10,000,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
UT0028,12673,49035101700,Metropolitan,2005,Zions Community Investment Corp.,"$400,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84102,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0028,12674,49035101700,Metropolitan,2005,Zions Community Investment Corp.,"$250,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84102,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0029,12675,49053270100,Non-Metropolitan,2010,Zions Community Investment Corp.,"$450,000.00 ",Springdale,Springdale,UT,Utah,84767,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0030,12676,49053271200,Non-Metropolitan,2010,Zions Community Investment Corp.,"$254,714.00 ",St. George,Saint George,UT,Utah,84770,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0031,12677,49047968402,Non-Metropolitan,2007,"National New Markets Tax Credit Fund, Inc","$315,000.00 ",Vernal,Vernal,UT,Utah,84078,Business Financing,NRE,NO,NO
UT0032,12678,49035113307,Metropolitan,2011,MK La Charitable Healthcare Facilities Fund LLC,"$8,017,250.00 ",West Valley,West Valley City,UT,Utah,84119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0032,12679,49035113307,Metropolitan,2011,MK La Charitable Healthcare Facilities Fund LLC,"$525,000.00 ",West Valley,West Valley City,UT,Utah,84119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0032,12680,49035113307,Metropolitan,2011,MK La Charitable Healthcare Facilities Fund LLC,"$2,855,250.00 ",West Valley,West Valley City,UT,Utah,84119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0033,12681,49011127002,Metropolitan,2011,Zions Community Investment Corp.,"$685,707.00 ",North Salt Lake,North Salt Lake,UT,Utah,84054,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
UT0034,12682,49057201100,Metropolitan,2011,"Waveland Community Development, LLC","$7,800,000.00 ",Ogden,Ogden,UT,Utah,84401,Real Estate–Rehabilitation–Commercial,RE,NO,NO
UT0034,12683,49057201100,Metropolitan,2011,"Waveland Community Development, LLC","$1,615,350.00 ",Ogden,Ogden,UT,Utah,84401,Real Estate–Rehabilitation–Commercial,RE,NO,NO
UT0034,12684,49057201100,Metropolitan,2011,"Waveland Community Development, LLC","$4,584,650.00 ",Ogden,Ogden,UT,Utah,84401,Real Estate–Rehabilitation–Commercial,RE,NO,NO
UT0035,12685,49035102500,Metropolitan,2011,"HEDC New Markets, Inc","$3,100,000.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Business Financing,NRE,NO,NO
UT0035,12686,49035102500,Metropolitan,2011,"HEDC New Markets, Inc","$1,939,400.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Business Financing,NRE,NO,NO
UT0035,12687,49035102500,Metropolitan,2011,"HEDC New Markets, Inc","$1,680,600.00 ",Salt Lake City,Salt Lake City,UT,Utah,84101,Business Financing,NRE,NO,NO
UT0036,12688,49035113305,Metropolitan,2011,Capital Impact Partners,"$4,320,282.00 ",West Valley City,West Valley City,UT,Utah,84119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
UT0036,12689,49035113305,Metropolitan,2011,Capital Impact Partners,"$1,904,457.00 ",West Valley City,West Valley City,UT,Utah,84119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
