Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,Standard_City,State,Standard_State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
AK0001,1,2070000100,Non-Metropolitan,2008,"Alaska Growth Capital BIDCO, Inc.","$300,000.00 ",Aleknagik,Aleknagik,AK,Alaska,99555,Business Financing,NRE,NO,NO
AK0002,2,2020001000,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$1,008,750.00 ",Anchorage,Anchorage,AK,Alaska,99501,Business Financing,NRE,NO,NO
AK0003,3,2020000600,Metropolitan,2006,"HEDC New Markets, Inc","$977,000.00 ",Anchorage,Anchorage,AK,Alaska,99508,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AK0003,4,2020000600,Metropolitan,2006,"HEDC New Markets, Inc","$2,923,000.00 ",Anchorage,Anchorage,AK,Alaska,99508,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AK0003,5,2020000600,Metropolitan,2006,"HEDC New Markets, Inc","$1,161,506.00 ",Anchorage,Anchorage,AK,Alaska,99508,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AK0004,6,2020001000,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$187,500.00 ",Anchorage,Anchorage,AK,Alaska,99501,Business Financing,NRE,NO,NO
AK0006,7,2020001802,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$750,000.00 ",Anchorage,Anchorage,AK,Alaska,99507,Business Financing,NRE,NO,NO
AK0007,8,2020001900,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$127,500.00 ",Anchorage,Anchorage,AK,Alaska,99503,Business Financing,NRE,NO,NO
AK0008,9,2020001000,Metropolitan,2007,"USBCDE, LLC","$6,080,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AK0008,10,2020001000,Metropolitan,2007,"USBCDE, LLC","$2,002,700.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AK0009,11,2020001900,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$450,000.00 ",Anchorage,Anchorage,AK,Alaska,99517,Business Financing,NRE,NO,NO
AK0010,12,2020000600,Metropolitan,2007,"Consortium America, LLC","$4,420,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AK0010,13,2020000600,Metropolitan,2007,"Consortium America, LLC","$1,268,960.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AK0011,14,2020001100,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$225,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Business Financing,NRE,NO,NO
AK0012,15,2020002100,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$607,500.00 ",Anchorage,Anchorage,AK,Alaska,99517,Business Financing,NRE,NO,NO
AK0013,16,2020001900,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$750,000.00 ",Anchorage,Anchorage,AK,Alaska,99503,Business Financing,NRE,NO,NO
AK0014,17,2020001100,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$206,250.00 ",Anchorage,Anchorage,AK,Alaska,99501,Business Financing,NRE,NO,NO
AK0015,18,2050000100,Non-Metropolitan,2009,Capital Impact Partners,"$10,123,526.00 ",Platinum,Platinum,AK,Alaska,99651,Business Financing,NRE,YES,NO
AK0015,19,2050000100,Non-Metropolitan,2009,Capital Impact Partners,"$2,876,474.00 ",Platinum,Platinum,AK,Alaska,99651,Business Financing,NRE,YES,NO
AK0015,20,2050000100,Non-Metropolitan,2009,"Travois New Markets, LLC","$4,531,532.00 ",Platinum,Platinum,AK,Alaska,99651,Business Financing,NRE,YES,NO
AK0015,21,2050000100,Non-Metropolitan,2009,"Travois New Markets, LLC","$4,531,532.00 ",Platinum,Platinum,AK,Alaska,99651,Business Financing,NRE,YES,NO
AK0015,22,2050000100,Non-Metropolitan,2009,"Travois New Markets, LLC","$4,570,936.00 ",Platinum,Platinum,AK,Alaska,99651,Business Financing,NRE,YES,NO
AK0015,23,2050000100,Non-Metropolitan,2009,"Travois New Markets, LLC","$1,218,468.00 ",Platinum,Platinum,AK,Alaska,99651,Business Financing,NRE,YES,NO
AK0015,24,2050000100,Non-Metropolitan,2009,"Travois New Markets, LLC","$1,218,468.00 ",Platinum,Platinum,AK,Alaska,99651,Business Financing,NRE,YES,NO
AK0015,25,2050000100,Non-Metropolitan,2009,"Travois New Markets, LLC","$1,229,064.00 ",Platinum,Platinum,AK,Alaska,99651,Business Financing,NRE,YES,NO
AK0015,26,2020001100,Metropolitan,2009,"Waveland Community Development, LLC","$8,000,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AK0015,27,2020001100,Metropolitan,2009,"Waveland Community Development, LLC","$2,000,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AK0016,28,2020001100,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$1,500,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Business Financing,NRE,NO,NO
AK0017,29,2020000600,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$296,250.00 ",Anchorage,Anchorage,AK,Alaska,99501,Business Financing,NRE,NO,NO
AK0018,30,2050000100,Non-Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$337,500.00 ",Kwethluk,Kwethluk,AK,Alaska,99621,Business Financing,NRE,NO,NO
AK0019,31,2090000100,Non-Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$431,250.00 ",Fairbanks,Fairbanks,AK,Alaska,99701,Business Financing,NRE,NO,NO
AK0020,32,2090000300,Non-Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$495,000.00 ",Fairbanks,Fairbanks,AK,Alaska,99701,Business Financing,NRE,NO,NO
AK0021,33,2290000200,Non-Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$1,200,000.00 ",Stevens Village,Stevens Village,AK,Alaska,99774,Business Financing,NRE,NO,NO
AK0022,34,2188000200,Non-Metropolitan,2010,"Alaska Growth Capital BIDCO, Inc.","$13,657,023.00 ",Kotzebue,Kotzebue,AK,Alaska,99752,Business Financing,NRE,NO,NO
AK0022,35,2188000200,Non-Metropolitan,2010,"Alaska Growth Capital BIDCO, Inc.","$3,803,972.00 ",Kotzebue,Kotzebue,AK,Alaska,99752,Business Financing,NRE,NO,NO
AK0025,36,2170000102,Non-Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$348,750.00 ",Talkeetna,Talkeetna,AK,Alaska,99676,Business Financing,NRE,NO,NO
AK0026,37,2122000100,Non-Metropolitan,2004,"Alaska Growth Capital BIDCO, Inc.","$1,000,000.00 ",Tyonek,Tyonek,AK,Alaska,99682,Business Financing,NRE,NO,NO
AK0027,38,2180000100,Non-Metropolitan,2004,"Alaska Growth Capital BIDCO, Inc.","$2,138,132.60 ",Unalakleet,Unalakleet,AK,Alaska,99684,Business Financing,NRE,NO,NO
AK0029,41,2020001400,Metropolitan,2012,"Lower Brule Community Development Enterprise, LLC","$2,720,269.00 ",Anchorage,Anchorage,AK,Alaska,99503,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AK0029,42,2020001400,Metropolitan,2012,"Lower Brule Community Development Enterprise, LLC","$6,018,731.00 ",Anchorage,Anchorage,AK,Alaska,99503,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AK0029,43,2270000100,Non-Metropolitan,2011,"Alaska Growth Capital BIDCO, Inc.","$22,270,365.00 ",Marshall,Marshall,AK,Alaska,99585,Business Financing,NRE,YES,NO
AK0029,44,2270000100,Non-Metropolitan,2011,"Alaska Growth Capital BIDCO, Inc.","$7,307,220.00 ",Marshall,Marshall,AK,Alaska,99585,Business Financing,NRE,YES,NO
AK0029,45,2020001400,Metropolitan,2012,"USBCDE, LLC","$4,414,450.00 ",Anchorage,Anchorage,AK,Alaska,99503,Business Financing,NRE,YES,NO
AK0029,46,2020001400,Metropolitan,2012,"USBCDE, LLC","$2,085,550.00 ",Anchorage,Anchorage,AK,Alaska,99503,Business Financing,NRE,YES,NO
AK0029,47,2188000100,Non-Metropolitan,2012,"Travois New Markets, LLC","$8,185,400.00 ",Baldwin,Shaktoolik,AK,Alaska,99771,Business Financing,NRE,YES,NO
AK0029,48,2188000100,Non-Metropolitan,2012,"Travois New Markets, LLC","$3,574,600.00 ",Baldwin,Shaktoolik,AK,Alaska,99771,Business Financing,NRE,YES,NO
AK0029,49,2270000100,Non-Metropolitan,2011,"Travois New Markets, LLC","$16,916,845.00 ",Anchorage,Anchorage,AK,Alaska,99518,Business Financing,NRE,YES,NO
AK0029,50,2050000100,Non-Metropolitan,2011,"Travois New Markets, LLC","$6,260,155.00 ",Anchorage,Anchorage,AK,Alaska,99518,Business Financing,NRE,YES,NO
AK0029,51,2020001300,Metropolitan,2011,"Waveland Community Development, LLC","$19,087,200.00 ",Bethel,Anchorage,AK,Alaska,99509,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AK0029,52,2020001300,Metropolitan,2011,"Waveland Community Development, LLC","$4,912,800.00 ",Bethel,Anchorage,AK,Alaska,99509,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AK0029,53,2020001400,Metropolitan,2012,"Waveland Community Development, LLC","$21,264,438.00 ",Anchorage,Anchorage,AK,Alaska,99503,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AK0029,54,2020001400,Metropolitan,2012,"Waveland Community Development, LLC","$7,135,562.00 ",Anchorage,Anchorage,AK,Alaska,99503,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AK0029,39,2020001400,Metropolitan,2013,"CNB Economic Development Company, LLC","$6,018,731.00 ",Anchorage,Anchorage,AK,Alaska,99503,Business Financing,NRE,YES,NO
AK0029,40,2020001400,Metropolitan,2013,"CNB Economic Development Company, LLC","$2,351,269.00 ",Anchorage,Anchorage,AK,Alaska,99503,Business Financing,NRE,YES,NO
AK0030,55,2290000300,Non-Metropolitan,2011,"Travois New Markets, LLC","$5,706,453.00 ",Galena,Galena,AK,Alaska,99741,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AK0030,56,2290000300,Non-Metropolitan,2011,"Travois New Markets, LLC","$1,937,547.00 ",Galena,Galena,AK,Alaska,99741,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AK0032,57,2020001100,Metropolitan,2012,"Consortium America, LLC","$3,014,400.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AK0032,58,2020001100,Metropolitan,2012,"Consortium America, LLC","$905,600.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AK0032,59,2020001100,Metropolitan,2012,"Wells Fargo Community Development Enterprises, Inc.","$5,277,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AK0032,60,2020001100,Metropolitan,2012,"Wells Fargo Community Development Enterprises, Inc.","$2,223,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AK0032,61,2020001100,Metropolitan,2012,"Brownfield Revitalization, LLC","$4,521,600.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AK0032,62,2020001100,Metropolitan,2012,"Brownfield Revitalization, LLC","$1,358,400.00 ",Anchorage,Anchorage,AK,Alaska,99501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AK0033,63,2020000600,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$150,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Business Financing,NRE,NO,NO
AK0034,64,2020000600,Metropolitan,2006,"Alaska Growth Capital BIDCO, Inc.","$297,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Business Financing,NRE,NO,NO
AK0035,65,2020001000,Metropolitan,2011,"Alaska Growth Capital BIDCO, Inc.","$100,000.00 ",Anchorage,Anchorage,AK,Alaska,99501,Business Financing,NRE,NO,NO
AK0036,66,2290000400,Non-Metropolitan,2011,"Alaska Growth Capital BIDCO, Inc.","$300,000.00 ",Anvik,Anvik,AK,Alaska,99558,Business Financing,RE,NO,NO
AK0036,67,2290000400,Non-Metropolitan,2011,"Alaska Growth Capital BIDCO, Inc.","$100,000.00 ",Anvik,Anvik,AK,Alaska,99558,Business Financing,RE,NO,NO
AK0037,68,2020001400,Metropolitan,2017,Clearinghouse Community Development Financial Institution,"$6,690,000.00 ",Anchorage,Anchorage,AK,Alaska,99503,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AK0037,69,2020001400,Metropolitan,2017,Clearinghouse Community Development Financial Institution,"$3,110,000.00 ",Anchorage,Anchorage,AK,Alaska,99503,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AK0038,70,2050000100,Non-Metropolitan,2017,"National Community Fund I, LLC","$10,365,500.00 ",Hooper Bay,Hooper Bay,AK,Alaska,99604,Business Financing,NRE,NO,NO
AK0038,71,2270000100,Non-Metropolitan,2017,"National Community Fund I, LLC","$2,285,500.00 ",Hooper Bay,Hooper Bay,AK,Alaska,99604,Business Financing,NRE,NO,NO
AK0038,72,2290000300,Non-Metropolitan,2017,"National Community Fund I, LLC","$2,049,000.00 ",Hooper Bay,Hooper Bay,AK,Alaska,99604,Business Financing,NRE,NO,NO
AL0001,73,1073001902,Metropolitan,2006,"Wachovia Community Development Enterprises, LLC","$11,250,000.00 ",Birmingham,Birmingham,AL,Alabama,35206,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0001,74,1073001902,Metropolitan,2006,"Wachovia Community Development Enterprises, LLC","$2,750,000.00 ",Birmingham,Birmingham,AL,Alabama,35206,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0001,75,1073001902,Metropolitan,2006,"Wachovia Community Development Enterprises, LLC","$400,000.00 ",Birmingham,Birmingham,AL,Alabama,35206,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0002,76,1073002700,Metropolitan,2007,"Cahaba Community Development, LLC","$1,000,000.00 ",BIRMINGHAM,Birmingham,AL,Alabama,35203,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0003,77,1073004500,Metropolitan,2009,Greystone CDE LLC,"$2,270,000.00 ",Birmingham,Birmingham,AL,Alabama,35233,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AL0003,78,1073004500,Metropolitan,2009,Greystone CDE LLC,"$1,230,000.00 ",Birmingham,Birmingham,AL,Alabama,35233,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AL0004,79,1073004500,Metropolitan,2007,"Cahaba Community Development, LLC","$16,250,000.00 ",BIRMINGHAM,Birmingham,AL,Alabama,35233,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AL0005,80,1073005909,Metropolitan,2010,"HFHI-SA NMTC I, LLC","$5,908,129.00 ",Birmingham,Birmingham,AL,Alabama,35205,Real Estate – Construction–Housing-Single Family,RE,NO,NO
AL0006,81,1073004500,Metropolitan,2007,"Cahaba Community Development, LLC","$18,200,000.00 ",BIRMINGHAM,Birmingham,AL,Alabama,35205,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AL0007,82,1121011300,Non-Metropolitan,2008,"National New Markets Tax Credit Fund, Inc","$122,500.00 ",Childersburg,Sylacauga,AL,Alabama,35150,Business Financing,NRE,NO,NO
AL0008,83,1069041400,Metropolitan,2008,"Eclypse Development Partners I, LLC","$2,500,000.00 ",Dothan,Dothan,AL,Alabama,36303,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AL0009,84,1097001200,Metropolitan,2008,"National New Markets Tax Credit Fund, Inc","$2,100,000.00 ",Mobile,Mobile,AL,Alabama,36610,Business Financing,NRE,NO,NO
AL0010,85,1097001200,Metropolitan,2008,"National New Markets Tax Credit Fund, Inc","$1,400,000.00 ",Mobile,Mobile,AL,Alabama,36602,Business Financing,NRE,NO,NO
AL0011,86,1097006701,Metropolitan,2008,"HFHI-SA NMTC I, LLC","$4,033,024.00 ",Wilmer,Wilmer,AL,Alabama,36587,Real Estate – Construction–Housing-Single Family,RE,NO,NO
AL0012,87,1059973500,Non-Metropolitan,2003,"Eclypse Development Partners I, LLC","$5,000,000.00 ",Red Bay,Red Bay,AL,Alabama,35582,Business Financing,NRE,NO,NO
AL0013,88,1097007300,Metropolitan,2011,"AMCREF Community Capital, LLC","$8,407,709.00 ",Bayou Labatre,Bayou La Batre,AL,Alabama,36509,Business Financing,NRE,NO,NO
AL0014,89,1073004000,Metropolitan,2011,"Empowerment Reinvestment Fund, LLC","$7,270,000.00 ",Birmingham,Birmingham,AL,Alabama,35211,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AL0014,90,1073004000,Metropolitan,2011,"Empowerment Reinvestment Fund, LLC","$2,330,000.00 ",Birmingham,Birmingham,AL,Alabama,35211,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AL0014,91,1073004000,Metropolitan,2011,"Wells Fargo Community Development Enterprises, Inc.","$3,635,000.00 ",Birmingham,Birmingham,AL,Alabama,35211,Business Financing,SPE,YES,NO
AL0014,92,1073004000,Metropolitan,2011,"Wells Fargo Community Development Enterprises, Inc.","$1,365,000.00 ",Birmingham,Birmingham,AL,Alabama,35211,Business Financing,SPE,YES,NO
AL0015,93,1107050400,Non-Metropolitan,2012,"WNC National Community Development Advisors, LLC","$4,294,800.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0015,94,1107050400,Non-Metropolitan,2012,"WNC National Community Development Advisors, LLC","$1,525,200.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0015,95,1107050400,Non-Metropolitan,2012,Rural Development Partners LLC,"$15,307,600.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0015,96,1107050400,Non-Metropolitan,2012,Rural Development Partners LLC,"$5,702,400.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0015,97,1107050400,Non-Metropolitan,2012,CEI Capital Management LLC,"$13,916,000.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0015,98,1107050400,Non-Metropolitan,2012,CEI Capital Management LLC,"$5,484,000.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0015,99,1107050400,Non-Metropolitan,2012,"Wells Fargo Community Development Enterprises, Inc.","$2,845,600.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0015,100,1107050400,Non-Metropolitan,2012,"Wells Fargo Community Development Enterprises, Inc.","$1,154,400.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0015,101,1107050400,Non-Metropolitan,2012,"Wells Fargo Community Development Enterprises, Inc.","$1,010,100.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0015,102,1107050400,Non-Metropolitan,2012,"Wells Fargo Community Development Enterprises, Inc.","$2,489,900.00 ",Aliceville,Aliceville,AL,Alabama,35442,Business Financing,NRE,YES,NO
AL0016,103,1101001600,Metropolitan,2012,"USBCDE, LLC","$3,500,000.00 ",Montgomery,Montgomery,AL,Alabama,36107,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AL0016,104,1101001600,Metropolitan,2012,"Community Hospitality Healthcare Services, LLC","$13,531,500.00 ",Montgomery,Montgomery,AL,Alabama,36107,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
AL0017,105,1097000200,Metropolitan,2005,Liberty Bank and Trust Company,"$14,000,000.00 ",Mobile,Mobile,AL,Alabama,36602,Business Financing,NRE,NO,NO
AL0018,107,1065040300,Metropolitan,2013,"River Gorge Capital, LLC","$4,500,000.00 ",Greenville,Greenville,AL,Alabama,36037,Business Financing,NRE,YES,NO
AL0018,106,1065040300,Metropolitan,2013,Boston Community Capital Inc.,"$3,201,500.00 ",Akron,Akron,AL,Alabama,35411,Business Financing,NRE,YES,NO
AL0019,108,1089003000,Metropolitan,2013,"Stonehenge Community Development, LLC","$2,500,000.00 ",Huntsville,Huntsville,AL,Alabama,35801,Business Financing,NRE,YES,NO
AL0019,109,1089003000,Metropolitan,2013,"Stonehenge Community Development, LLC","$2,930,750.00 ",Huntsville,Huntsville,AL,Alabama,35801,Business Financing,NRE,YES,NO
AL0019,110,1089003000,Metropolitan,2013,"Stonehenge Community Development, LLC","$2,069,250.00 ",Huntsville,Huntsville,AL,Alabama,35801,Business Financing,NRE,YES,NO
AL0019,111,1089003000,Metropolitan,2013,"MuniStrategies, LLC","$4,169,600.00 ",Huntsville,Huntsville,AL,Alabama,35801,Business Financing,NRE,YES,NO
AL0019,112,1089003000,Metropolitan,2013,"MuniStrategies, LLC","$1,830,400.00 ",Huntsville,Huntsville,AL,Alabama,35801,Business Financing,NRE,YES,NO
AL0020,113,1133965600,Non-Metropolitan,2013,"Urban Development Fund, LLC","$5,857,560.15 ",Nauvoo,Nauvoo,AL,Alabama,35578,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AL0020,114,1133965600,Non-Metropolitan,2013,"Urban Development Fund, LLC","$2,101,806.00 ",Nauvoo,Nauvoo,AL,Alabama,35578,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AL0020,115,1133965600,Non-Metropolitan,2013,"Urban Development Fund, LLC","$1,183,491.00 ",Nauvoo,Nauvoo,AL,Alabama,35578,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AL0021,116,1047956100,Non-Metropolitan,2013,"AMCREF Community Capital, LLC","$7,868,032.00 ",Selma,Selma,AL,Alabama,36703,Business Financing,NRE,NO,NO
AL0021,117,1047956100,Non-Metropolitan,2013,"AMCREF Community Capital, LLC","$3,518,468.00 ",Selma,Selma,AL,Alabama,36703,Business Financing,NRE,NO,NO
AL0022,118,1031011000,Non-Metropolitan,2013,"Stonehenge Community Development, LLC","$291,757.00 ",Enterprise,Enterprise,AL,Alabama,36330,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
AL0022,119,1031011000,Non-Metropolitan,2013,"Stonehenge Community Development, LLC","$851,100.00 ",Enterprise,Enterprise,AL,Alabama,36330,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
AL0022,120,1031011000,Non-Metropolitan,2013,"Stonehenge Community Development, LLC","$1,857,143.00 ",Enterprise,Enterprise,AL,Alabama,36330,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
AL0022,121,1031011000,Non-Metropolitan,2013,"MuniStrategies, LLC","$4,571,429.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,YES,NO
AL0022,122,1031011000,Non-Metropolitan,2013,"MuniStrategies, LLC","$4,428,571.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,YES,NO
AL0023,123,1121011200,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$721,500.00 ",Childersburg,Childersburg,AL,Alabama,35044,Business Financing,NRE,NO,NO
AL0023,124,1121011200,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$505,050.00 ",Childersburg,Childersburg,AL,Alabama,35044,Business Financing,NRE,NO,NO
AL0024,125,1069041500,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$839,000.00 ",Dothan,Dothan,AL,Alabama,36303,Business Financing,NRE,NO,NO
AL0024,126,1069041500,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$839,000.00 ",Dothan,Dothan,AL,Alabama,36303,Business Financing,NRE,NO,NO
AL0025,127,1097000800,Metropolitan,2013,"Urban Development Fund, LLC","$5,943,167.14 ",Mobile,Mobile,AL,Alabama,36617,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0025,128,1097000800,Metropolitan,2013,"Urban Development Fund, LLC","$2,101,806.00 ",Mobile,Mobile,AL,Alabama,36617,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0025,129,1097000800,Metropolitan,2013,"Urban Development Fund, LLC","$1,097,884.00 ",Mobile,Mobile,AL,Alabama,36617,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AL0026,130,1097000200,Metropolitan,2013,"SOUTHERN COMMUNITY CAPITAL, LLC","$5,277,000.00 ",Mobile,Mobile,AL,Alabama,36603,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AL0026,131,1097000200,Metropolitan,2013,"SOUTHERN COMMUNITY CAPITAL, LLC","$1,998,000.00 ",Mobile,Mobile,AL,Alabama,36603,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AL0027,133,1125011600,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$8,000,000.00 ",Tuscaloosa,Tuscaloosa,AL,Alabama,35401,Business Financing,NRE,NO,NO
AL0027,132,1125011600,Metropolitan,2015,"Advantage Capital Community Development Fund, LLC","$8,000,000.00 ",Tuscaloosa,Tuscaloosa,AL,Alabama,35401,Business Financing,NRE,NO,NO
AL0028,134,1089000201,Metropolitan,2013,"Urban Development Fund, LLC","$5,807,126.14 ",Huntsville,Huntsville,AL,Alabama,35811,Business Financing,NRE,NO,NO
AL0028,135,1089000201,Metropolitan,2013,"Urban Development Fund, LLC","$2,101,806.00 ",Huntsville,Huntsville,AL,Alabama,35811,Business Financing,NRE,NO,NO
AL0028,136,1089000201,Metropolitan,2013,"Urban Development Fund, LLC","$1,233,925.00 ",Huntsville,Huntsville,AL,Alabama,35811,Business Financing,NRE,NO,NO
AL0029,137,1073002400,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC","$3,150,000.00 ",Birmingham,Birmingham,AL,Alabama,35222,Business Financing,NRE,NO,NO
AL0030,138,1031011000,Non-Metropolitan,2014,"PNC Community Partners, Inc.","$2,736,400.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,YES,NO
AL0030,139,1031011000,Non-Metropolitan,2014,"PNC Community Partners, Inc.","$1,263,600.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,YES,NO
AL0030,140,1031011000,Non-Metropolitan,2014,"MuniStrategies, LLC","$5,472,800.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,YES,NO
AL0030,141,1031011000,Non-Metropolitan,2014,"MuniStrategies, LLC","$2,447,200.00 ",Enterprise,Enterprise,AL,Alabama,36330,Business Financing,NRE,YES,NO
